Client ID,Quarter,Category,Distributor,Month,Year,Min Monthly Sales,A,B,C
347,1,C3,D15,1,2018,"$41,000.00","$24,694.00","$4,643.00","$28,726.00"
350,1,C4,D8,1,2018,"$59,000.00","$89,292.96","$6,493.02","$32,938.54"
351,1,C2,D8,1,2018,"$23,000.00","$12,732.28","$4,092.16","$16,073.66"
361,1,C3,D2,1,2018,"$41,000.00","$44,338.60","$16,547.46","$20,800.58"
369,1,C2,D2,1,2018,"$23,000.00","$22,591.78","$1,957.80","$9,948.71"
381,1,C4,D2,1,2018,"$59,000.00","$29,323.00",$0.00,"$92,259.00"
383,1,C3,D10,1,2018,"$41,000.00","$11,816.19",$0.00,"$30,256.01"
384,1,C6,D10,1,2018,"$183,000.00","$59,038.42","$5,554.78","$53,862.80"
385,1,C6,D10,1,2018,"$183,000.00","$152,012.94","$75,976.93","$51,636.09"
386,1,C6,D10,1,2018,"$183,000.00","$74,027.46",$0.00,"$73,238.38"
387,1,C4,D2,1,2018,"$59,000.00","$23,732.00","$4,561.00","$13,088.00"
388,1,C4,D5,1,2018,"$59,000.00","$82,090.69","$15,246.30","$19,141.42"
389,1,C4,D2,1,2018,"$59,000.00","$29,327.69","$2,436.04","$16,646.60"
392,1,C2,D2,1,2018,"$23,000.00",$0.00,$0.00,"$32,755.93"
393,1,C4,D2,1,2018,"$59,000.00","$81,387.10","$1,546.72","$23,102.53"
402,1,C6,D10,1,2018,"$183,000.00","$286,802.73",$0.00,"$478,724.95"
403,1,C6,D10,1,2018,"$183,000.00","$178,188.06","$27,749.50","$127,575.17"
404,1,C1,D9,1,2018,"$11,000.00","$21,305.65","$2,359.80","$4,742.40"
409,1,C1,D8,1,2018,"$11,000.00","$5,373.50",$0.00,"$6,535.70"
420,1,C4,D2,1,2018,"$59,000.00","$66,758.11","$15,739.51","$11,386.57"
421,1,C2,D2,1,2018,"$23,000.00","$7,385.00",$0.00,"$10,406.00"
425,1,C3,D9,1,2018,"$41,000.00","$13,903.25","$3,828.50","$14,738.30"
427,1,C2,D5,1,2018,"$23,000.00","$3,490.06",$0.00,$816.85
429,1,C3,D8,1,2018,"$41,000.00","$11,249.66",$0.00,"$11,255.61"
434,1,C3,D8,1,2018,"$41,000.00","$16,885.12","$38,172.16","$37,694.68"
437,1,C3,D2,1,2018,"$41,000.00","$11,612.54","$6,725.43","$4,452.56"
448,1,C2,D16,1,2018,"$23,000.00",$0.00,$0.00,"$35,928.25"
451,1,C2,D3,1,2018,"$23,000.00","$17,935.06",$0.00,"$17,097.36"
452,1,C4,D3,1,2018,"$59,000.00","$81,533.02","$13,926.64","$152,062.76"
453,1,C3,D8,1,2018,"$41,000.00","$39,221.11","$9,217.20","$19,705.07"
454,1,C1,D3,1,2018,"$11,000.00","$3,527.19",$0.00,"$6,057.71"
457,1,C6,D10,1,2018,"$183,000.00","$105,968.72","$18,089.09","$16,126.18"
475,1,C1,D2,1,2018,"$11,000.00","$15,118.00",$0.00,"$4,373.00"
478,1,C2,D8,1,2018,"$23,000.00","$17,775.17","$10,504.46","$7,084.57"
483,1,C5,D9,1,2018,"$115,000.00","$54,710.82",$0.00,"$136,832.98"
485,1,C3,D8,1,2018,"$41,000.00","$20,446.76",$686.02,"$51,710.67"
486,1,C3,D9,1,2018,"$41,000.00","$20,535.24",$0.00,"$20,600.10"
492,1,C2,D8,1,2018,"$23,000.00","$7,701.22",$0.00,"$14,274.06"
498,1,C4,D2,1,2018,"$59,000.00","$43,713.42","$2,711.04","$10,981.53"
505,1,C5,D2,1,2018,"$115,000.00","$169,296.12","$18,083.83","$63,454.07"
520,1,C1,D8,1,2018,"$11,000.00","$4,890.94",$0.00,"$9,576.50"
523,1,C2,D13,1,2018,"$23,000.00","$15,514.86",$0.00,$0.00
524,1,C2,D2,1,2018,"$23,000.00","$18,596.92",$0.00,"$36,922.99"
527,1,C2,D10,1,2018,"$23,000.00","$23,232.70","$3,700.50","$4,120.15"
533,1,C5,D8,1,2018,"$115,000.00","$68,498.83","$42,378.32","$31,669.48"
539,1,C2,D9,1,2018,"$23,000.00","$6,979.65",$0.00,"$22,459.90"
549,1,C4,D13,1,2018,"$59,000.00","$41,718.45","$3,595.18","$19,443.48"
555,1,C3,D8,1,2018,"$41,000.00","$14,028.27",$0.00,"$44,973.89"
563,1,C2,D2,1,2018,"$23,000.00","$11,119.68","$10,756.48","$11,322.64"
566,1,C2,D16,1,2018,"$23,000.00",$0.00,$0.00,"$8,289.55"
567,1,C3,D16,1,2018,"$41,000.00",$0.00,$0.00,"$27,087.16"
579,1,C4,D5,1,2018,"$59,000.00","$31,232.74",$998.64,"$14,847.67"
578,1,C4,D9,1,2018,"$59,000.00","$36,669.05","$12,171.40","$9,743.20"
581,1,C2,D13,1,2018,"$23,000.00","$22,388.69","$1,530.68","$11,166.94"
584,1,C4,D10,1,2018,"$59,000.00","$44,071.12",$0.00,"$9,907.14"
590,1,C3,D9,1,2018,"$41,000.00","$5,668.20",$0.00,"$10,782.74"
592,1,C6,D13,1,2018,"$183,000.00","$238,233.48","$50,570.06","$35,517.66"
594,1,C3,D3,1,2018,"$41,000.00","$22,887.73","$6,161.57","$12,767.56"
597,1,C4,D6,1,2018,"$59,000.00","$38,700.00","$6,200.00","$56,350.00"
598,1,C6,D6,1,2018,"$183,000.00","$137,600.00","$28,400.00","$158,700.00"
602,1,C6,D2,1,2018,"$183,000.00","$41,063.09",$0.00,"$260,445.00"
605,1,C4,D2,1,2018,"$59,000.00","$5,869.48",$0.00,"$71,378.87"
608,1,C2,D3,1,2018,"$23,000.00","$33,939.12","$1,211.06","$19,074.34"
612,1,C2,D3,1,2018,"$23,000.00","$10,053.86",$0.00,"$31,760.68"
614,1,C1,D8,1,2018,"$11,000.00",$729.00,$0.00,"$9,344.39"
616,1,C4,D5,1,2018,"$59,000.00","$29,909.69",$0.00,"$38,560.20"
619,1,C2,D13,1,2018,"$23,000.00","$10,862.57","$4,082.50","$10,732.15"
621,1,C3,D2,1,2018,"$41,000.00","$49,012.00","$7,660.00","$30,757.00"
622,1,C3,D5,1,2018,"$41,000.00","$34,152.11",$0.00,"$13,214.48"
623,1,C2,D8,1,2018,"$23,000.00","$8,367.34",$0.00,"$14,058.73"
624,1,C3,D2,1,2018,"$41,000.00","$33,309.55","$2,833.00","$50,249.44"
626,1,C2,D8,1,2018,"$23,000.00","$11,267.93",$0.00,"$4,459.94"
629,1,C2,D2,1,2018,"$23,000.00","$14,821.00",$0.00,"$43,844.00"
631,1,C2,D13,1,2018,"$23,000.00","$12,322.06","$1,501.22","$10,192.97"
634,1,C2,D8,1,2018,"$23,000.00","$12,164.74",$0.00,"$18,976.00"
645,1,C2,D2,1,2018,"$23,000.00","$13,070.71","$1,272.96","$12,553.14"
646,1,C6,D8,1,2018,"$183,000.00","$106,461.03",$0.00,"$116,095.09"
647,1,C1,D8,1,2018,"$11,000.00","$13,690.40","$2,055.00","$7,212.03"
648,1,C3,D8,1,2018,"$41,000.00","$20,480.72","$7,819.44","$10,425.44"
653,1,C3,D13,1,2018,"$41,000.00","$27,601.50","$9,089.11","$3,462.01"
655,1,C2,D16,1,2018,"$23,000.00",$0.00,$0.00,"$20,229.23"
658,1,C2,D2,1,2018,"$23,000.00","$10,107.80",$0.00,$845.60
663,1,C2,D16,1,2018,"$23,000.00",$0.00,$0.00,"$8,441.49"
664,1,C3,D15,1,2018,"$41,000.00",$864.00,$0.00,"$3,133.00"
666,1,C6,D5,1,2018,"$183,000.00","$5,685.00","$5,548.00","$2,727.00"
669,1,C3,D16,1,2018,"$41,000.00",$0.00,$0.00,"$27,489.22"
672,1,C6,D13,1,2018,"$183,000.00","$246,088.39","$110,441.20","$224,267.52"
673,1,C3,D8,1,2018,"$41,000.00","$19,945.05","$3,530.14","$21,964.93"
675,1,C3,D8,1,2018,"$41,000.00","$34,213.07","$11,834.09","$8,313.79"
678,1,C6,D2,1,2018,"$183,000.00","$33,551.00","$6,415.00","$408,156.00"
679,1,C4,D2,1,2018,"$59,000.00","$18,234.00",$0.00,"$90,725.00"
682,1,C4,D2,1,2018,"$59,000.00","$29,443.47",$0.00,"$15,104.44"
689,1,C2,D2,1,2018,"$23,000.00","$6,508.00",$0.00,$260.00
690,1,C1,D2,1,2018,"$11,000.00","$18,843.76","$3,790.56","$4,636.00"
691,1,C2,D2,1,2018,"$23,000.00","$1,703.60",$0.00,$0.00
692,1,C2,D3,1,2018,"$23,000.00","$6,606.16","$2,956.96","$28,355.59"
693,1,C5,D5,1,2018,"$115,000.00","$108,506.19",$0.00,"$16,867.91"
697,1,C3,D2,1,2018,"$41,000.00","$85,176.00","$4,384.00","$20,466.00"
698,1,C3,D2,1,2018,"$41,000.00","$22,598.60","$7,247.70","$12,807.25"
700,1,C2,D2,1,2018,"$23,000.00","$9,632.50","$2,210.04","$19,612.71"
711,1,C3,D2,1,2018,"$41,000.00","$55,004.77","$16,776.20","$39,915.05"
712,1,C4,D3,1,2018,"$59,000.00","$47,480.86","$1,633.03","$23,981.42"
717,1,C4,D5,1,2018,"$59,000.00","$267,592.29","$23,791.88","$64,970.29"
718,1,C5,D3,1,2018,"$115,000.00","$54,161.77","$4,424.57","$88,508.91"
720,1,C4,D8,1,2018,"$59,000.00","$61,684.46","$24,535.45","$45,722.05"
722,1,C4,D8,1,2018,"$59,000.00","$57,042.80","$16,428.44","$38,502.95"
723,1,C1,D13,1,2018,"$11,000.00","$8,466.93","$6,825.51","$1,598.44"
724,1,C6,D7,1,2018,"$183,000.00","$111,716.01","$20,774.34","$62,486.29"
727,1,C2,D13,1,2018,"$23,000.00","$32,057.99","$11,766.02","$13,884.83"
729,1,C6,D6,1,2018,"$183,000.00","$64,500.00","$3,300.00","$237,100.00"
730,1,C3,D2,1,2018,"$41,000.00","$26,529.19","$4,446.98","$10,822.88"
732,1,C2,D2,1,2018,"$23,000.00","$1,134.68",$0.00,$770.60
735,1,C3,D2,1,2018,"$41,000.00","$26,543.00",$0.00,"$130,225.00"
739,1,C4,D2,1,2018,"$59,000.00","$9,069.00",$0.00,"$34,758.00"
741,1,C5,D13,1,2018,"$115,000.00","$125,496.63","$18,418.73","$48,952.73"
742,1,C2,D5,1,2018,"$23,000.00","$18,423.30",$0.00,"$8,584.31"
743,1,C2,D16,1,2018,"$23,000.00",$0.00,$0.00,"$4,263.60"
744,1,C1,D13,1,2018,"$11,000.00","$13,419.98","$5,897.82","$8,045.92"
745,1,C4,D16,1,2018,"$59,000.00",$0.00,$0.00,"$48,857.53"
748,1,C2,D8,1,2018,"$23,000.00","$3,894.10",$0.00,"$6,906.02"
751,1,C1,D8,1,2018,"$11,000.00","$6,339.06",$0.00,"$6,737.12"
753,1,C4,D10,1,2018,"$59,000.00","$79,470.61","$2,024.29","$25,506.69"
755,1,C1,D8,1,2018,"$11,000.00","$8,915.92","$5,044.56","$15,842.35"
757,1,C1,D2,1,2018,"$11,000.00",$0.00,$0.00,"$6,554.27"
758,1,C3,D16,1,2018,"$41,000.00",$0.00,$0.00,"$19,030.39"
761,1,C5,D10,1,2018,"$115,000.00","$97,445.45","$29,413.40","$21,438.94"
762,1,C3,D10,1,2018,"$41,000.00","$25,848.60",$0.00,"$27,133.35"
763,1,C2,D13,1,2018,"$23,000.00","$26,738.42","$2,883.65","$25,286.12"
764,1,C3,D9,1,2018,"$41,000.00","$13,239.20","$2,558.35","$15,440.35"
765,1,C2,D9,1,2018,"$23,000.00","$16,495.80","$1,508.60","$3,967.20"
766,1,C3,D2,1,2018,"$41,000.00","$72,634.41","$9,481.38","$17,017.97"
767,1,C1,D13,1,2018,"$11,000.00","$6,352.56","$1,090.10","$20,449.06"
772,1,C4,D16,1,2018,"$59,000.00",$0.00,$0.00,"$48,352.60"
774,1,C2,D2,1,2018,"$23,000.00","$44,466.00","$3,697.00","$18,634.00"
775,1,C3,D2,1,2018,"$41,000.00","$31,566.32","$2,404.32","$42,350.88"
776,1,C2,D2,1,2018,"$23,000.00","$58,109.76","$3,352.39","$33,885.74"
778,1,C1,D3,1,2018,"$11,000.00",$536.26,$0.00,$0.00
779,1,C2,D2,1,2018,"$23,000.00","$8,037.15","$5,934.88","$2,693.27"
781,1,C2,D3,1,2018,"$23,000.00","$15,048.52","$3,329.62","$15,273.95"
784,1,C3,D9,1,2018,"$41,000.00","$18,575.35","$7,658.90","$3,129.30"
795,1,C2,D8,1,2018,"$23,000.00","$26,167.54",$265.11,"$19,932.20"
797,1,C2,D8,1,2018,"$23,000.00","$27,480.91","$9,732.54","$10,245.75"
798,1,C2,D10,1,2018,"$23,000.00","$6,847.51","$2,125.09","$21,142.65"
802,1,C3,D15,1,2018,"$41,000.00","$16,965.00",$0.00,"$7,193.00"
803,1,C1,D9,1,2018,"$11,000.00","$7,099.35",$0.00,"$5,458.70"
804,1,C2,D9,1,2018,"$23,000.00","$5,221.20","$1,508.60","$18,267.55"
805,1,C1,D9,1,2018,"$11,000.00","$5,264.90","$2,268.60","$11,096.00"
806,1,C2,D16,1,2018,"$23,000.00",$0.00,$0.00,"$68,906.15"
807,1,C1,D10,1,2018,"$11,000.00","$4,421.43","$1,784.34","$7,534.92"
810,1,C2,D2,1,2018,"$23,000.00","$40,316.00",$931.00,"$24,292.00"
815,1,C2,D13,1,2018,"$23,000.00","$26,023.60","$3,100.04","$10,999.42"
816,1,C1,D13,1,2018,"$11,000.00","$11,763.96","$3,421.96","$2,056.56"
821,1,C4,D2,1,2018,"$59,000.00","$56,869.73","$15,770.93","$4,423.57"
822,1,C1,D2,1,2018,"$11,000.00","$15,634.71",$0.00,"$8,460.09"
824,1,C2,D15,1,2018,"$23,000.00","$13,472.00",$0.00,"$7,697.00"
826,1,C2,D2,1,2018,"$23,000.00","$41,765.00",$0.00,"$19,895.00"
837,1,C1,D13,1,2018,"$11,000.00","$8,578.24",$0.00,"$4,122.64"
842,1,C1,D13,1,2018,"$11,000.00","$6,537.94","$1,023.26","$4,470.19"
848,1,C4,D3,1,2018,"$59,000.00","$19,024.16",$0.00,"$59,919.50"
850,1,C1,D13,1,2018,"$11,000.00","$20,393.05","$2,415.40","$4,349.22"
855,1,C1,D13,1,2018,"$11,000.00","$5,726.23",$0.00,"$10,047.27"
865,1,C3,D2,1,2018,"$41,000.00","$36,741.01","$8,763.03","$15,440.48"
867,1,C3,D8,1,2018,"$41,000.00","$35,421.96","$17,748.53","$13,839.50"
868,1,C4,D2,1,2018,"$59,000.00","$51,560.16","$5,550.89","$16,069.06"
873,1,C1,D3,1,2018,"$11,000.00","$19,099.00",$0.00,"$6,891.00"
875,1,C2,D2,1,2018,"$23,000.00","$31,779.00","$5,643.00","$42,428.00"
879,1,C3,D2,1,2018,"$41,000.00","$19,151.29",$0.00,"$90,824.53"
881,1,C4,D3,1,2018,"$59,000.00","$10,231.06",$0.00,"$75,856.93"
883,1,C2,D8,1,2018,"$23,000.00","$9,366.53",$0.00,"$24,571.95"
884,1,C3,D8,1,2018,"$41,000.00","$33,378.42","$3,537.22","$1,530.98"
886,1,C4,D10,1,2018,"$59,000.00","$82,993.47","$29,491.26","$23,272.57"
888,1,C3,D13,1,2018,"$41,000.00","$9,062.17","$1,335.01","$5,007.94"
890,1,C1,D3,1,2018,"$11,000.00","$4,134.00",$0.00,"$4,381.00"
892,1,C1,D13,1,2018,"$11,000.00","$5,948.92",$0.00,"$1,216.74"
894,1,C2,D2,1,2018,"$23,000.00","$12,188.77",$0.00,"$26,848.77"
896,1,C1,D3,1,2018,"$11,000.00","$4,024.11",$0.00,"$2,623.65"
898,1,C2,D10,1,2018,"$23,000.00","$22,991.87",$0.00,"$18,530.82"
899,1,C3,D2,1,2018,"$41,000.00","$11,586.00",$0.00,"$11,493.00"
903,1,C3,D16,1,2018,"$41,000.00",$0.00,$0.00,"$35,690.63"
904,1,C3,D3,1,2018,"$41,000.00","$8,950.01","$3,237.28","$23,808.21"
908,1,C2,D2,1,2018,"$23,000.00","$5,277.40",$0.00,"$4,353.92"
911,1,C2,D16,1,2018,"$23,000.00",$0.00,$0.00,"$18,842.56"
914,1,C1,D8,1,2018,"$11,000.00","$9,104.76","$2,466.76","$6,508.39"
918,1,C3,D13,1,2018,"$41,000.00","$23,755.02","$20,862.31","$33,026.96"
919,1,C2,D16,1,2018,"$23,000.00",$0.00,$0.00,"$18,605.86"
923,1,C2,D2,1,2018,"$23,000.00","$18,768.90","$4,228.18","$4,314.34"
924,1,C2,D2,1,2018,"$23,000.00","$27,583.18","$2,960.20","$24,946.64"
925,1,C1,D13,1,2018,"$11,000.00","$11,868.75",$0.00,$798.94
927,1,C1,D8,1,2018,"$11,000.00","$6,865.04","$5,187.52","$4,361.37"
929,1,C1,D8,1,2018,"$11,000.00","$15,139.75","$1,335.63","$10,179.24"
932,1,C4,D3,1,2018,"$59,000.00",$0.00,$0.00,"$138,420.83"
933,1,C2,D2,1,2018,"$23,000.00","$24,813.00",$0.00,"$26,656.00"
934,1,C4,D12,1,2018,"$59,000.00","$41,784.00","$5,820.00",$0.00
937,1,C2,D11,1,2018,"$23,000.00",$0.00,"$2,632.52","$2,583.48"
939,1,C1,D12,1,2018,"$11,000.00","$22,244.00","$4,038.00","$17,914.00"
943,1,C1,D8,1,2018,"$11,000.00","$16,898.92",$0.00,"$3,642.83"
945,1,C3,D9,1,2018,"$41,000.00","$24,531.18",$994.52,"$12,686.24"
952,1,C4,D6,1,2018,"$59,000.00","$40,300.00","$4,700.00","$66,200.00"
954,1,C4,D12,1,2018,"$59,000.00","$99,180.00","$21,107.00","$29,810.00"
958,1,C2,D2,1,2018,"$23,000.00","$11,298.25",$0.00,"$27,430.84"
959,1,C2,D7,1,2018,"$23,000.00","$34,198.03",$0.00,"$23,074.66"
960,1,C1,D3,1,2018,"$11,000.00","$6,778.00",$0.00,"$14,626.00"
961,1,C2,D3,1,2018,"$23,000.00","$24,111.99",$0.00,"$21,926.58"
962,1,C2,D7,1,2018,"$23,000.00","$22,383.90","$5,932.32","$18,426.24"
964,1,C1,D7,1,2018,"$11,000.00",$0.00,$0.00,"$22,141.68"
966,1,C1,D3,1,2018,"$11,000.00","$7,520.41","$1,121.48","$6,945.54"
967,1,C2,D3,1,2018,"$23,000.00","$21,920.77",$0.00,"$14,071.09"
969,1,C2,D13,1,2018,"$23,000.00","$10,102.48",$999.25,"$11,466.84"
971,1,C1,D13,1,2018,"$11,000.00","$6,427.38",$0.00,"$6,227.02"
975,1,C6,D5,1,2018,"$183,000.00","$218,687.05","$8,849.04","$114,656.05"
977,1,C6,D5,1,2018,"$183,000.00","$150,835.82",$0.00,"$110,549.66"
978,1,C2,D13,1,2018,"$23,000.00","$15,855.70","$6,056.18","$35,882.96"
983,1,C3,D7,1,2018,"$41,000.00","$86,046.53",$0.00,"$16,004.90"
984,1,C2,D7,1,2018,"$23,000.00","$18,921.01",$0.00,"$13,704.10"
985,1,C2,D7,1,2018,"$23,000.00","$13,324.62",$0.00,"$5,670.10"
986,1,C1,D2,1,2018,"$11,000.00","$32,796.52",$0.00,"$13,356.89"
987,1,C1,D2,1,2018,"$11,000.00",$0.00,$0.00,"$11,606.61"
988,1,C2,D2,1,2018,"$23,000.00","$57,032.00",$0.00,"$43,261.00"
989,1,C2,D8,1,2018,"$23,000.00","$27,156.15","$8,506.97","$2,825.20"
996,1,C3,D3,1,2018,"$41,000.00","$44,436.03","$1,880.66","$31,521.80"
998,1,C2,D13,1,2018,"$23,000.00","$21,049.40","$11,769.40","$5,591.92"
999,1,C1,D13,1,2018,"$11,000.00","$7,726.98",$0.00,"$27,891.52"
1000,1,C2,D13,1,2018,"$23,000.00","$35,741.27","$7,785.44","$12,296.37"
1002,1,C2,D13,1,2018,"$23,000.00","$30,363.00","$2,355.22","$7,898.64"
1005,1,C2,D16,1,2018,"$23,000.00",$0.00,$0.00,"$13,095.33"
1006,1,C1,D1,1,2018,"$11,000.00",$0.00,$0.00,"$35,850.56"
1008,1,C1,D10,1,2018,"$11,000.00","$8,560.42",$0.00,"$13,182.74"
1015,1,C2,D16,1,2018,"$23,000.00",$0.00,$0.00,"$11,790.71"
1018,1,C1,D8,1,2018,"$11,000.00","$4,599.64",$0.00,"$6,329.72"
1019,1,C4,D16,1,2018,"$59,000.00",$0.00,$0.00,"$34,172.76"
1020,1,C2,D16,1,2018,"$23,000.00",$0.00,$0.00,"$6,429.35"
1022,1,C3,D2,1,2018,"$41,000.00","$32,137.42","$6,657.96","$12,277.10"
1023,1,C3,D2,1,2018,"$41,000.00","$14,700.64","$1,040.90","$2,234.64"
1024,1,C2,D16,1,2018,"$23,000.00",$0.00,$0.00,"$1,723.24"
1025,1,C2,D9,1,2018,"$23,000.00","$16,340.96","$2,162.00","$17,782.92"
1026,1,C1,D10,1,2018,"$11,000.00","$9,106.17",$0.00,"$5,790.97"
1027,1,C2,D2,1,2018,"$23,000.00","$37,125.24",$0.00,"$17,179.75"
1028,1,C1,D7,1,2018,"$11,000.00","$11,679.00",$0.00,"$106,163.98"
1031,1,C3,D13,1,2018,"$41,000.00","$41,130.04","$7,442.29","$11,579.16"
1032,1,C1,D2,1,2018,"$11,000.00","$5,138.00",$0.00,"$22,927.00"
1037,1,C1,D8,1,2018,"$11,000.00","$4,355.76","$2,253.58","$5,108.80"
1039,1,C2,D11,1,2018,"$23,000.00","$2,449.20",$0.00,"$21,467.77"
1040,1,C1,D10,1,2018,"$11,000.00","$11,892.47","$3,240.88",$618.28
